model,domain,scc_id,scc_size,template,root,witness,bridge,affected_count,llm_calls,time,result_file
qwen2.5-72b,cuad,scc_0,17,condition_trigger,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__9.3.3,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__9.4.2,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__11,2,58,1876.6611368656158,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad17_condition_trigger_critical_b60_1779130312.json
qwen2.5-72b,cuad,scc_6,18,direct_mutex,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__9,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__2,,2,55,2041.8730070590973,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad18_direct_mutex_critical_b60_1779131228.json
qwen2.5-72b,cuad,scc_6,18,handoff_invariant,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__9,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__2,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__11,2,55,2135.269150018692,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad18_handoff_invariant_critical_b60_1779131376.json
qwen2.5-72b,cuad,scc_6,18,temporal_gate,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__9,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__2,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__11,2,60,2094.1575458049774,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad18_temporal_gate_critical_b60_1779131424.json
qwen2.5-72b,cuad,scc_6,18,condition_trigger,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__9,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__2,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__11,2,58,1950.224035024643,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad18_condition_trigger_critical_b60_1779131442.json
qwen2.5-72b,cuad,scc_28,20,direct_mutex,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__9.2.9,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__19.3,,2,57,1748.6925451755524,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad20_direct_mutex_critical_b60_1779131903.json
qwen2.5-72b,cuad,scc_28,20,handoff_invariant,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__9.2.9,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__19.3,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__16.6,2,59,1162.1015298366547,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad20_handoff_invariant_critical_b60_1779133129.json
qwen2.5-72b,cuad,scc_28,20,temporal_gate,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__9.2.9,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__19.3,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__16.6,2,60,1174.8204128742218,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad20_temporal_gate_critical_b60_1779133686.json
qwen2.5-72b,cuad,scc_28,20,condition_trigger,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__9.2.9,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__19.3,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__16.6,2,60,1719.5749082565308,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad20_condition_trigger_critical_b60_1779133809.json
qwen2.5-72b,cuad,scc_21,24,direct_mutex,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__6.7,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__2.2,,2,55,1247.841173171997,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad24_direct_mutex_critical_b60_1779134876.json
qwen2.5-72b,cuad,scc_21,24,handoff_invariant,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__6.7,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__2.2,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__9.2,2,57,1308.887773990631,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad24_handoff_invariant_critical_b60_1779134965.json
qwen2.5-72b,cuad,scc_21,24,temporal_gate,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__6.7,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__2.2,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__9.2,2,54,1208.3694078922272,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad24_temporal_gate_critical_b60_1779135059.json
qwen2.5-72b,cuad,scc_21,24,condition_trigger,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__6.7,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__2.2,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__9.2,2,55,1291.1920347213745,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad24_condition_trigger_critical_b60_1779135109.json
qwen2.5-72b,cuad,scc_17,25,direct_mutex,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__4.2.2,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__13.1,,2,58,1204.3385879993439,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad25_direct_mutex_critical_b60_1779135214.json
qwen2.5-72b,cuad,scc_17,25,handoff_invariant,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__4.2.2,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__13.1,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__7,2,60,1228.1191449165344,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad25_handoff_invariant_critical_b60_1779135889.json
qwen2.5-72b,cuad,scc_17,25,temporal_gate,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__4.2.2,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__13.1,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__7,2,58,1177.808077096939,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad25_temporal_gate_critical_b60_1779136443.json
qwen2.5-72b,cuad,scc_17,25,condition_trigger,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__4.2.2,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__13.1,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__7,2,60,1203.571388244629,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad25_condition_trigger_critical_b60_1779137078.json
qwen2.5-72b,cuad,scc_39,28,direct_mutex,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__3.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__2.1,,2,57,1516.0962009429932,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad28_direct_mutex_critical_b60_1779137688.json
qwen2.5-72b,cuad,scc_39,28,handoff_invariant,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__3.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__2.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__6,2,56,1048.5259540081024,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad28_handoff_invariant_critical_b60_1779137829.json
qwen2.5-72b,cuad,scc_39,28,temporal_gate,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__3.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__2.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__6,2,57,1039.8388180732727,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad28_temporal_gate_critical_b60_1779137839.json
qwen2.5-72b,cuad,scc_39,28,condition_trigger,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__3.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__2.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__6,2,57,1036.9198830127716,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad28_condition_trigger_critical_b60_1779138002.json
qwen2.5-72b,cuad,scc_11,34,direct_mutex,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,,2,60,1386.9939661026,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad34_direct_mutex_critical_b60_1779138005.json
qwen2.5-72b,cuad,scc_11,34,handoff_invariant,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__7.2,2,60,1231.6082689762115,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad34_handoff_invariant_critical_b60_1779138660.json
qwen2.5-72b,cuad,scc_11,34,temporal_gate,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__7.2,2,60,1109.510332107544,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad34_temporal_gate_critical_b60_1779139240.json
qwen2.5-72b,cuad,scc_11,34,condition_trigger,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__7.2,2,60,1220.4187381267548,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad34_condition_trigger_critical_b60_1779139897.json
gemini-2.5-pro,debian,scc_23,11,direct_mutex,node-parse-json,node-deep-equal,,2,45,382.16608476638794,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_gemini25pro_health_current_balanced_b60_current_debian11_direct_mutex_critical_b60_1779121137.json
gemini-2.5-pro,debian,scc_23,11,handoff_invariant,node-parse-json,node-deep-equal,node-tape,2,59,485.79805064201355,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_gemini25pro_health_current_balanced_b60_current_debian11_handoff_invariant_critical_b60_1779121137.json
gemini-2.5-pro,sec_ex21,scc_3,9,direct_mutex,us-cw-3682212,us-cw-3682811,,2,47,462.7183220386505,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_gemini25pro_health_current_balanced_b60_current_sec_ex219_direct_mutex_critical_b60_1779121591.json
gemini-2.5-pro,sec_ex21,scc_2,9,handoff_invariant,us-cw-3682212,us-cw-3682811,us-cw-3682211,2,35,360.3848252296448,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_gemini25pro_health_current_balanced_b60_current_sec_ex219_handoff_invariant_critical_b60_1779121743.json
gemini-2.5-pro,debian,scc_23,11,temporal_gate,node-parse-json,node-deep-equal,node-tape,2,42,544.8226947784424,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_debian11_temporal_gate_critical_b60_1779123439.json
gemini-2.5-pro,debian,scc_23,11,condition_trigger,node-parse-json,node-deep-equal,node-tape,2,49,554.8349320888519,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_debian11_condition_trigger_critical_b60_1779123439.json
gemini-2.5-pro,debian,scc_8,12,temporal_gate,libecore-x1,libecore-input1,libevas1-engines-x,2,58,465.2023410797119,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_debian12_temporal_gate_critical_b60_1779124078.json
gemini-2.5-pro,debian,scc_8,12,condition_trigger,libecore-x1,libecore-input1,libevas1-engines-x,2,57,479.9927279949188,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_debian12_condition_trigger_critical_b60_1779124633.json
gemini-2.5-pro,sec_ex21,scc_7,9,temporal_gate,us-cw-3682212,us-cw-3682811,us-cw-3682211,2,50,442.3629500865936,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_sec_ex219_temporal_gate_critical_b60_1779124725.json
gemini-2.5-pro,sec_ex21,scc_6,9,condition_trigger,us-cw-3682212,us-cw-3682811,us-cw-3682211,2,42,374.84692883491516,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_sec_ex219_condition_trigger_critical_b60_1779125208.json
gemini-2.5-pro,sec_ex21,scc_2,10,temporal_gate,us-cw-515909,us-cw-1020294,us-cw-515912,2,51,913.2452900409698,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_sec_ex2110_temporal_gate_critical_b60_1779125643.json
gemini-2.5-pro,sec_ex21,scc_5,10,condition_trigger,us-cw-515909,us-cw-1020294,us-cw-515912,2,50,1197.1317598819733,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_sec_ex2110_condition_trigger_critical_b60_1779125733.json
gemini-2.5-pro,sec_ex21,scc_3,11,temporal_gate,us-cw-406176,us-cw-423245,us-cw-74754,2,54,517.352646112442,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_sec_ex2111_temporal_gate_critical_b60_1779127003.json
gemini-2.5-pro,sec_ex21,scc_3,11,condition_trigger,us-cw-406176,us-cw-423245,us-cw-74754,2,58,472.44412302970886,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_sec_ex2111_condition_trigger_critical_b60_1779127290.json
gemini-2.5-pro,sec_ex21,scc_5,12,temporal_gate,us-cw-708556,us-cw-502062,us-cw-911364,2,59,424.24843406677246,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_sec_ex2112_temporal_gate_critical_b60_1779127602.json
gemini-2.5-pro,sec_ex21,scc_1,12,condition_trigger,us-cw-708556,us-cw-502062,us-cw-911364,2,60,426.8332829475403,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_sec_ex2112_condition_trigger_critical_b60_1779128089.json
gemini-2.5-pro,sec_ex21,scc_1,18,temporal_gate,us-cw-841126,us-cw-118216,us-cw-130,2,60,601.1557121276855,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_sec_ex2118_temporal_gate_critical_b60_1779128467.json
gemini-2.5-pro,sec_ex21,scc_2,18,condition_trigger,us-cw-841126,us-cw-118216,us-cw-130,2,57,450.8764009475708,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_sec_ex2118_condition_trigger_critical_b60_1779128679.json
gemini-2.5-pro,bgb,scc_7,9,temporal_gate,bgb_559e,bgb_558,bgb_555d,2,47,541.8001971244812,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_bgb9_temporal_gate_critical_b60_1779129212.json
gemini-2.5-pro,bgb,scc_7,9,condition_trigger,bgb_559e,bgb_558,bgb_555d,2,46,559.2747619152069,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_bgb9_condition_trigger_critical_b60_1779129788.json
gemini-2.5-pro,bgb,scc_0,11,temporal_gate,bgb_311a,bgb_280,bgb_347,2,55,712.6934180259705,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_bgb11_temporal_gate_critical_b60_1779129930.json
gemini-2.5-pro,bgb,scc_0,11,condition_trigger,bgb_311a,bgb_280,bgb_347,2,53,672.6787648200989,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_bgb11_condition_trigger_critical_b60_1779130595.json
gemini-2.5-pro,bgb,scc_3,25,temporal_gate,bgb_505,bgb_491,bgb_514,2,47,541.8438258171082,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_bgb25_temporal_gate_critical_b60_1779131160.json
gemini-2.5-pro,bgb,scc_3,25,condition_trigger,bgb_505,bgb_491,bgb_514,2,52,570.5201070308685,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_bgb25_condition_trigger_critical_b60_1779131368.json
