variant,variant_key,case_id,case_order,domain,scc_id,scc_size,template,invalid,root_at_3,risk_any,risk_all,compression,core_size,llm_calls,recorded_api_calls,total_tokens,runtime_sec,relation_probe_count,critical_pair_locked_count,critical_pair_candidate_count,first_risk_any_rollout,first_risk_all_rollout,result_file,subset,canonical_scc_size,canonical_scc_size_bin,canonical_domain,canonical_scc_id,canonical_template,canonical_case_order
Random local-window selection,random-local-window-selection,50_cuad16_scc_23_temporal_gate,50,cuad,scc_23,16,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,8,60,62,262562,291.0400700569153,0,24,2,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/50_cuad16_scc_23_temporal_gate__random-local-window-selection.json,midshort40,16,medium (12-18),cuad,scc_23,cuad_temporal_notice_receipt_gate_critical,50
Full SA-MCGS (locked main),full-sa-mcgs-locked,51_cuad14_scc_8_condition_trigger,51,cuad,scc_8,14,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5,7,,,,295.4224200248718,18,20,3,1,19,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/51_cuad14_scc_8_condition_trigger__full-sa-mcgs-locked.json,midshort40,14,medium (12-18),cuad,scc_8,cuad_condition_trigger_unconfirmed_exception_critical,51
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,51_cuad14_scc_8_condition_trigger,51,cuad,scc_8,14,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.7857142857142857,3,60,62,248740,279.2137577533722,19,0,0,2,24,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/51_cuad14_scc_8_condition_trigger__no-critical-pair-ledger-revisit.json,midshort40,14,medium (12-18),cuad,scc_8,cuad_condition_trigger_unconfirmed_exception_critical,51
No relation-first memory,no-relation-first-memory,51_cuad14_scc_8_condition_trigger,51,cuad,scc_8,14,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,False,0.5,7,60,62,245019,300.7595388889313,0,28,3,5,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/51_cuad14_scc_8_condition_trigger__no-relation-first-memory.json,midshort40,14,medium (12-18),cuad,scc_8,cuad_condition_trigger_unconfirmed_exception_critical,51
Random local-window selection,random-local-window-selection,51_cuad14_scc_8_condition_trigger,51,cuad,scc_8,14,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5,7,60,61,235092,211.72475695610046,0,24,5,1,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/51_cuad14_scc_8_condition_trigger__random-local-window-selection.json,midshort40,14,medium (12-18),cuad,scc_8,cuad_condition_trigger_unconfirmed_exception_critical,51
Full SA-MCGS (locked main),full-sa-mcgs-locked,52_cuad14_scc_8_handoff_invariant,52,cuad,scc_8,14,cuad_handoff_invariant_payment_status_critical,False,True,True,False,0.5,7,,,,375.4743287563324,18,21,5,1,18,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/52_cuad14_scc_8_handoff_invariant__full-sa-mcgs-locked.json,midshort40,14,medium (12-18),cuad,scc_8,cuad_handoff_invariant_payment_status_critical,52
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,52_cuad14_scc_8_handoff_invariant,52,cuad,scc_8,14,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.7142857142857143,4,59,61,247086,204.50937914848328,19,0,0,3,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/52_cuad14_scc_8_handoff_invariant__no-critical-pair-ledger-revisit.json,midshort40,14,medium (12-18),cuad,scc_8,cuad_handoff_invariant_payment_status_critical,52
No relation-first memory,no-relation-first-memory,52_cuad14_scc_8_handoff_invariant,52,cuad,scc_8,14,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5,7,60,62,240845,200.1032998561859,0,30,1,1,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/52_cuad14_scc_8_handoff_invariant__no-relation-first-memory.json,midshort40,14,medium (12-18),cuad,scc_8,cuad_handoff_invariant_payment_status_critical,52
Random local-window selection,random-local-window-selection,52_cuad14_scc_8_handoff_invariant,52,cuad,scc_8,14,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5,7,60,63,242106,204.11668300628662,0,26,3,1,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/52_cuad14_scc_8_handoff_invariant__random-local-window-selection.json,midshort40,14,medium (12-18),cuad,scc_8,cuad_handoff_invariant_payment_status_critical,52
Full SA-MCGS (locked main),full-sa-mcgs-locked,53_cuad14_scc_8_temporal_gate,53,cuad,scc_8,14,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,7,,,,342.64556407928467,18,21,3,1,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/53_cuad14_scc_8_temporal_gate__full-sa-mcgs-locked.json,midshort40,14,medium (12-18),cuad,scc_8,cuad_temporal_notice_receipt_gate_critical,53
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,53_cuad14_scc_8_temporal_gate,53,cuad,scc_8,14,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.6428571428571428,5,60,63,246509,273.38959097862244,19,0,0,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/53_cuad14_scc_8_temporal_gate__no-critical-pair-ledger-revisit.json,midshort40,14,medium (12-18),cuad,scc_8,cuad_temporal_notice_receipt_gate_critical,53
No relation-first memory,no-relation-first-memory,53_cuad14_scc_8_temporal_gate,53,cuad,scc_8,14,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,7,60,67,264072,293.49936294555664,0,26,3,2,24,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/53_cuad14_scc_8_temporal_gate__no-relation-first-memory.json,midshort40,14,medium (12-18),cuad,scc_8,cuad_temporal_notice_receipt_gate_critical,53
Random local-window selection,random-local-window-selection,53_cuad14_scc_8_temporal_gate,53,cuad,scc_8,14,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,7,60,67,262150,252.16473412513733,0,28,2,1,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/53_cuad14_scc_8_temporal_gate__random-local-window-selection.json,midshort40,14,medium (12-18),cuad,scc_8,cuad_temporal_notice_receipt_gate_critical,53
Full SA-MCGS (locked main),full-sa-mcgs-locked,54_cuad12_scc_50_condition_trigger,54,cuad,scc_50,12,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5,6,,,,276.41252398490906,18,18,3,3,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/54_cuad12_scc_50_condition_trigger__full-sa-mcgs-locked.json,midshort40,12,medium (12-18),cuad,scc_50,cuad_condition_trigger_unconfirmed_exception_critical,54
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,54_cuad12_scc_50_condition_trigger,54,cuad,scc_50,12,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.6666666666666667,4,60,61,248046,188.75454092025757,19,0,0,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/54_cuad12_scc_50_condition_trigger__no-critical-pair-ledger-revisit.json,midshort40,12,medium (12-18),cuad,scc_50,cuad_condition_trigger_unconfirmed_exception_critical,54
No relation-first memory,no-relation-first-memory,54_cuad12_scc_50_condition_trigger,54,cuad,scc_50,12,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5,6,60,62,246146,200.56926012039185,0,21,4,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/54_cuad12_scc_50_condition_trigger__no-relation-first-memory.json,midshort40,12,medium (12-18),cuad,scc_50,cuad_condition_trigger_unconfirmed_exception_critical,54
Random local-window selection,random-local-window-selection,54_cuad12_scc_50_condition_trigger,54,cuad,scc_50,12,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5,6,60,62,228813,186.18279123306274,0,21,3,1,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/54_cuad12_scc_50_condition_trigger__random-local-window-selection.json,midshort40,12,medium (12-18),cuad,scc_50,cuad_condition_trigger_unconfirmed_exception_critical,54
Full SA-MCGS (locked main),full-sa-mcgs-locked,55_cuad12_scc_50_handoff_invariant,55,cuad,scc_50,12,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5,6,,,,298.76992106437683,18,16,3,3,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/55_cuad12_scc_50_handoff_invariant__full-sa-mcgs-locked.json,midshort40,12,medium (12-18),cuad,scc_50,cuad_handoff_invariant_payment_status_critical,55
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,55_cuad12_scc_50_handoff_invariant,55,cuad,scc_50,12,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.6666666666666667,4,60,62,249860,282.2487690448761,19,0,0,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/55_cuad12_scc_50_handoff_invariant__no-critical-pair-ledger-revisit.json,midshort40,12,medium (12-18),cuad,scc_50,cuad_handoff_invariant_payment_status_critical,55
No relation-first memory,no-relation-first-memory,55_cuad12_scc_50_handoff_invariant,55,cuad,scc_50,12,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5,6,59,63,247615,201.7649438381195,0,19,1,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/55_cuad12_scc_50_handoff_invariant__no-relation-first-memory.json,midshort40,12,medium (12-18),cuad,scc_50,cuad_handoff_invariant_payment_status_critical,55
Random local-window selection,random-local-window-selection,55_cuad12_scc_50_handoff_invariant,55,cuad,scc_50,12,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5,6,60,62,231573,186.81255316734314,0,23,2,1,16,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/55_cuad12_scc_50_handoff_invariant__random-local-window-selection.json,midshort40,12,medium (12-18),cuad,scc_50,cuad_handoff_invariant_payment_status_critical,55
Full SA-MCGS (locked main),full-sa-mcgs-locked,56_cuad12_scc_50_temporal_gate,56,cuad,scc_50,12,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,6,,,,296.7170157432556,18,18,3,2,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/56_cuad12_scc_50_temporal_gate__full-sa-mcgs-locked.json,midshort40,12,medium (12-18),cuad,scc_50,cuad_temporal_notice_receipt_gate_critical,56
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,56_cuad12_scc_50_temporal_gate,56,cuad,scc_50,12,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.75,3,60,70,288465,274.83123087882996,19,0,0,1,25,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/56_cuad12_scc_50_temporal_gate__no-critical-pair-ledger-revisit.json,midshort40,12,medium (12-18),cuad,scc_50,cuad_temporal_notice_receipt_gate_critical,56
No relation-first memory,no-relation-first-memory,56_cuad12_scc_50_temporal_gate,56,cuad,scc_50,12,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,6,60,65,259503,299.43740797042847,0,18,3,1,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/56_cuad12_scc_50_temporal_gate__no-relation-first-memory.json,midshort40,12,medium (12-18),cuad,scc_50,cuad_temporal_notice_receipt_gate_critical,56
Random local-window selection,random-local-window-selection,56_cuad12_scc_50_temporal_gate,56,cuad,scc_50,12,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,6,60,60,217993,172.73688292503357,0,20,3,2,24,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/56_cuad12_scc_50_temporal_gate__random-local-window-selection.json,midshort40,12,medium (12-18),cuad,scc_50,cuad_temporal_notice_receipt_gate_critical,56
Full SA-MCGS (locked main),full-sa-mcgs-locked,57_debian12_scc_8_condition_trigger,57,debian,scc_8,12,debian_condition_trigger_partial_compatibility_critical,False,True,True,True,0.5,6,,,,161.93305087089539,18,17,2,7,44,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/57_debian12_scc_8_condition_trigger__full-sa-mcgs-locked.json,midshort40,12,medium (12-18),debian,scc_8,debian_condition_trigger_partial_compatibility_critical,57
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,57_debian12_scc_8_condition_trigger,57,debian,scc_8,12,debian_condition_trigger_partial_compatibility_critical,False,True,True,True,0.75,3,59,59,145567,257.8881690502167,19,0,0,1,10,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/57_debian12_scc_8_condition_trigger__no-critical-pair-ledger-revisit.json,midshort40,12,medium (12-18),debian,scc_8,debian_condition_trigger_partial_compatibility_critical,57
No relation-first memory,no-relation-first-memory,57_debian12_scc_8_condition_trigger,57,debian,scc_8,12,debian_condition_trigger_partial_compatibility_critical,False,True,True,True,0.5,6,54,54,126619,110.77935481071472,0,17,5,2,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/57_debian12_scc_8_condition_trigger__no-relation-first-memory.json,midshort40,12,medium (12-18),debian,scc_8,debian_condition_trigger_partial_compatibility_critical,57
Random local-window selection,random-local-window-selection,57_debian12_scc_8_condition_trigger,57,debian,scc_8,12,debian_condition_trigger_partial_compatibility_critical,False,True,True,True,0.5,6,55,55,130595,230.79438710212708,0,20,3,2,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/57_debian12_scc_8_condition_trigger__random-local-window-selection.json,midshort40,12,medium (12-18),debian,scc_8,debian_condition_trigger_partial_compatibility_critical,57
Full SA-MCGS (locked main),full-sa-mcgs-locked,58_debian12_scc_8_handoff_invariant,58,debian,scc_8,12,debian_handoff_invariant_abi_class_critical,False,True,True,True,0.5,6,,,,157.3218810558319,18,12,2,1,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/58_debian12_scc_8_handoff_invariant__full-sa-mcgs-locked.json,midshort40,12,medium (12-18),debian,scc_8,debian_handoff_invariant_abi_class_critical,58
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,58_debian12_scc_8_handoff_invariant,58,debian,scc_8,12,debian_handoff_invariant_abi_class_critical,False,True,True,True,0.75,3,60,60,147211,218.8718559741974,19,0,0,2,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/58_debian12_scc_8_handoff_invariant__no-critical-pair-ledger-revisit.json,midshort40,12,medium (12-18),debian,scc_8,debian_handoff_invariant_abi_class_critical,58
No relation-first memory,no-relation-first-memory,58_debian12_scc_8_handoff_invariant,58,debian,scc_8,12,debian_handoff_invariant_abi_class_critical,False,True,True,True,0.5,6,57,57,131681,230.48831701278687,0,10,3,3,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/58_debian12_scc_8_handoff_invariant__no-relation-first-memory.json,midshort40,12,medium (12-18),debian,scc_8,debian_handoff_invariant_abi_class_critical,58
Random local-window selection,random-local-window-selection,58_debian12_scc_8_handoff_invariant,58,debian,scc_8,12,debian_handoff_invariant_abi_class_critical,False,True,True,True,0.5,6,55,55,126936,114.80135083198547,0,13,5,3,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/58_debian12_scc_8_handoff_invariant__random-local-window-selection.json,midshort40,12,medium (12-18),debian,scc_8,debian_handoff_invariant_abi_class_critical,58
Full SA-MCGS (locked main),full-sa-mcgs-locked,59_debian12_scc_8_temporal_gate,59,debian,scc_8,12,debian_temporal_receipt_gate_critical,False,True,True,True,0.5,6,,,,179.09507584571838,18,11,3,3,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/59_debian12_scc_8_temporal_gate__full-sa-mcgs-locked.json,midshort40,12,medium (12-18),debian,scc_8,debian_temporal_receipt_gate_critical,59
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,59_debian12_scc_8_temporal_gate,59,debian,scc_8,12,debian_temporal_receipt_gate_critical,False,True,True,True,0.75,3,55,55,135746,120.14502501487732,19,0,0,1,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/59_debian12_scc_8_temporal_gate__no-critical-pair-ledger-revisit.json,midshort40,12,medium (12-18),debian,scc_8,debian_temporal_receipt_gate_critical,59
No relation-first memory,no-relation-first-memory,59_debian12_scc_8_temporal_gate,59,debian,scc_8,12,debian_temporal_receipt_gate_critical,False,True,True,True,0.5,6,57,57,137438,128.7756049633026,0,17,6,3,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/59_debian12_scc_8_temporal_gate__no-relation-first-memory.json,midshort40,12,medium (12-18),debian,scc_8,debian_temporal_receipt_gate_critical,59
Random local-window selection,random-local-window-selection,59_debian12_scc_8_temporal_gate,59,debian,scc_8,12,debian_temporal_receipt_gate_critical,False,True,True,True,0.5,6,57,57,133281,136.21603298187256,0,17,2,2,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/59_debian12_scc_8_temporal_gate__random-local-window-selection.json,midshort40,12,medium (12-18),debian,scc_8,debian_temporal_receipt_gate_critical,59
Full SA-MCGS (locked main),full-sa-mcgs-locked,60_sec_ex2112_scc_2_condition_trigger,60,sec_ex21,scc_2,12,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.5,6,,,,188.22842502593994,18,20,0,2,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/60_sec_ex2112_scc_2_condition_trigger__full-sa-mcgs-locked.json,midshort40,12,medium (12-18),sec_ex21,scc_2,sec_condition_trigger_unfiled_amendment_critical,60
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,60_sec_ex2112_scc_2_condition_trigger,60,sec_ex21,scc_2,11,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.7272727272727273,3,60,60,122449,136.7795169353485,19,0,0,1,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/60_sec_ex2112_scc_2_condition_trigger__no-critical-pair-ledger-revisit.json,midshort40,12,medium (12-18),sec_ex21,scc_2,sec_condition_trigger_unfiled_amendment_critical,60
No relation-first memory,no-relation-first-memory,60_sec_ex2112_scc_2_condition_trigger,60,sec_ex21,scc_2,11,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.5454545454545454,5,60,60,119857,124.66057085990906,0,32,2,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/60_sec_ex2112_scc_2_condition_trigger__no-relation-first-memory.json,midshort40,12,medium (12-18),sec_ex21,scc_2,sec_condition_trigger_unfiled_amendment_critical,60
Random local-window selection,random-local-window-selection,60_sec_ex2112_scc_2_condition_trigger,60,sec_ex21,scc_2,11,sec_condition_trigger_unfiled_amendment_critical,False,True,True,False,0.5454545454545454,5,60,61,120147,135.52849578857422,0,28,4,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/60_sec_ex2112_scc_2_condition_trigger__random-local-window-selection.json,midshort40,12,medium (12-18),sec_ex21,scc_2,sec_condition_trigger_unfiled_amendment_critical,60
Full SA-MCGS (locked main),full-sa-mcgs-locked,61_sec_ex2112_scc_4_handoff_invariant,61,sec_ex21,scc_4,12,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5,6,,,,194.88145780563354,18,16,2,4,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/61_sec_ex2112_scc_4_handoff_invariant__full-sa-mcgs-locked.json,midshort40,12,medium (12-18),sec_ex21,scc_4,sec_handoff_invariant_control_basis_critical,61
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,61_sec_ex2112_scc_4_handoff_invariant,61,sec_ex21,scc_4,12,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.8333333333333334,2,60,60,96406,108.98239016532898,19,0,0,4,14,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/61_sec_ex2112_scc_4_handoff_invariant__no-critical-pair-ledger-revisit.json,midshort40,12,medium (12-18),sec_ex21,scc_4,sec_handoff_invariant_control_basis_critical,61
No relation-first memory,no-relation-first-memory,61_sec_ex2112_scc_4_handoff_invariant,61,sec_ex21,scc_4,12,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5,6,59,59,95023,115.8185522556305,0,20,1,2,10,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/61_sec_ex2112_scc_4_handoff_invariant__no-relation-first-memory.json,midshort40,12,medium (12-18),sec_ex21,scc_4,sec_handoff_invariant_control_basis_critical,61
Random local-window selection,random-local-window-selection,61_sec_ex2112_scc_4_handoff_invariant,61,sec_ex21,scc_4,12,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5,6,54,54,83567,114.81819987297058,0,22,0,4,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/61_sec_ex2112_scc_4_handoff_invariant__random-local-window-selection.json,midshort40,12,medium (12-18),sec_ex21,scc_4,sec_handoff_invariant_control_basis_critical,61
Full SA-MCGS (locked main),full-sa-mcgs-locked,62_sec_ex2112_scc_4_temporal_gate,62,sec_ex21,scc_4,12,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5,6,,,,206.4426670074463,18,18,1,4,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/62_sec_ex2112_scc_4_temporal_gate__full-sa-mcgs-locked.json,midshort40,12,medium (12-18),sec_ex21,scc_4,sec_temporal_quarter_close_gate_critical,62
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,62_sec_ex2112_scc_4_temporal_gate,62,sec_ex21,scc_4,12,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.6666666666666667,4,60,60,101599,118.03956198692322,19,0,0,1,22,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/62_sec_ex2112_scc_4_temporal_gate__no-critical-pair-ledger-revisit.json,midshort40,12,medium (12-18),sec_ex21,scc_4,sec_temporal_quarter_close_gate_critical,62
No relation-first memory,no-relation-first-memory,62_sec_ex2112_scc_4_temporal_gate,62,sec_ex21,scc_4,12,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5,6,60,60,96074,171.87331414222717,0,17,1,5,11,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/62_sec_ex2112_scc_4_temporal_gate__no-relation-first-memory.json,midshort40,12,medium (12-18),sec_ex21,scc_4,sec_temporal_quarter_close_gate_critical,62
Random local-window selection,random-local-window-selection,62_sec_ex2112_scc_4_temporal_gate,62,sec_ex21,scc_4,12,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5,6,57,57,87067,155.2453968524933,0,20,1,2,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/62_sec_ex2112_scc_4_temporal_gate__random-local-window-selection.json,midshort40,12,medium (12-18),sec_ex21,scc_4,sec_temporal_quarter_close_gate_critical,62
Full SA-MCGS (locked main),full-sa-mcgs-locked,63_bgb11_scc_0_condition_trigger,63,bgb,scc_0,11,bgb_condition_trigger_pending_notice_critical,False,True,True,True,0.5454545454545454,5,,,,215.94601607322693,18,20,3,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/63_bgb11_scc_0_condition_trigger__full-sa-mcgs-locked.json,midshort40,11,small (9-11),bgb,scc_0,bgb_condition_trigger_pending_notice_critical,63
